[Script Info]
; This is an Advanced Sub Station Alpha v4+ script.
Title: 
ScriptType: v4.00+
Collisions: Normal
PlayDepth: 0
PlayResX: 1920
PlayResY: 1080

[V4+ Styles]
Format: Name, Fontname, Fontsize, PrimaryColour, SecondaryColour, OutlineColour, BackColour, Bold, Italic, Underline, StrikeOut, ScaleX, ScaleY, Spacing, Angle, BorderStyle, Outline, Shadow, Alignment, MarginL, MarginR, MarginV, Encoding
Style: Default,Adobe Arabic,80,&H00FFFFFF,&H0300FFFF,&H00000000,&H02000000,-1,0,0,0,100,100,0,0,1,2.0,1.9,2,10,10,40,1

[Events]
Format: Layer, Start, End, Style, Name, MarginL, MarginR, MarginV, Effect, Text
Dialogue: 0,0:22:56.16,0:22:57.50,Default,,0,0,0,,‫ضربة سطح الماء!
Dialogue: 0,0:22:57.58,0:23:00.42,Default,,0,0,0,,‫كيف كان ذلك يا "نيزوكو"؟ كم كنت رائعًا؟
Dialogue: 0,0:23:02.50,0:23:04.96,Default,,0,0,0,,‫ماذا؟ "سابيتو" كان أروع مني؟
Dialogue: 0,0:23:05.05,0:23:07.17,Default,,0,0,0,,‫بحقك يا "نيزوكو"!
Dialogue: 0,0:23:08.26,0:23:09.67,Default,,0,0,0,,‫حسنًا.
Dialogue: 0,0:23:09.76,0:23:14.30,Default,,0,0,0,,‫رأيت أزهار وستارية جميلة تزهر\N‫حول أراضي الاختيار النهائي.
Dialogue: 0,0:23:14.39,0:23:16.60,Default,,0,0,0,,‫لنذهب لرؤيتها حين تعودين بشرية.
Dialogue: 0,0:23:17.18,0:23:20.56,Default,,0,0,0,,‫والآن حان الوقت لسر من عهد "تايشو".
Dialogue: 0,0:23:20.64,0:23:23.77,Default,,0,0,0,,‫سمعت أن الفتى الأشقر\N‫المدعو "زينيتسو" رفض خوض الاختيار
Dialogue: 0,0:23:23.86,0:23:26.86,Default,,0,0,0,,‫لكن أجبره معلمه الذي صفعه وأحضره.
Dialogue: 0,0:23:26.94,0:23:29.78,Default,,0,0,0,,‫الحلقة القادمة رقم 5 بعنوان "سيفي الخاص"!
Dialogue: 0,0:23:29.86,0:23:31.49,Default,,0,0,0,,‫"يُتبع"
Dialogue: 0,0:23:31.57,0:23:32.91,Default,,0,0,0,,‫ترجمة "صفاء عيد"
